country_slug,country,policy,price_gb_usd,plan,retail_usd,usage_pct,wholesale_usd,margin_usd
brazil,Brazil,telna_fixed,2.2948,3gb_7d,19.99,1.0,8.48,11.51
brazil,Brazil,telna_fixed,2.2948,10gb_15d,29.99,0.25,7.34,22.65
brazil,Brazil,telna_fixed,2.2948,10gb_15d,29.99,0.5,13.07,16.92
brazil,Brazil,telna_fixed,2.2948,10gb_15d,29.99,0.75,18.81,11.18
brazil,Brazil,telna_fixed,2.2948,10gb_15d,29.99,1.0,24.55,5.44
british-virgin-islands,British Virgin Islands,telna_fixed,6.4558,1gb_5d,14.99,0.25,3.21,11.78
british-virgin-islands,British Virgin Islands,telna_fixed,6.4558,1gb_5d,14.99,0.5,4.83,10.16
british-virgin-islands,British Virgin Islands,telna_fixed,6.4558,1gb_5d,14.99,0.75,6.44,8.55
british-virgin-islands,British Virgin Islands,telna_fixed,6.4558,1gb_5d,14.99,1.0,8.06,6.93
british-virgin-islands,British Virgin Islands,telna_fixed,6.4558,3gb_7d,19.99,0.25,6.44,13.55
british-virgin-islands,British Virgin Islands,telna_fixed,6.4558,3gb_7d,19.99,0.5,11.28,8.71
british-virgin-islands,British Virgin Islands,telna_fixed,6.4558,3gb_7d,19.99,0.75,16.13,3.86
british-virgin-islands,British Virgin Islands,telna_fixed,6.4558,3gb_7d,19.99,1.0,20.97,-0.98
british-virgin-islands,British Virgin Islands,telna_fixed,6.4558,10gb_15d,29.99,0.25,17.74,12.25
british-virgin-islands,British Virgin Islands,telna_fixed,6.4558,10gb_15d,29.99,0.5,33.88,-3.89
british-virgin-islands,British Virgin Islands,telna_fixed,6.4558,10gb_15d,29.99,0.75,50.02,-20.03
british-virgin-islands,British Virgin Islands,telna_fixed,6.4558,10gb_15d,29.99,1.0,66.16,-36.17
bulgaria,Bulgaria,weconnect_breakage,0.6912,1gb_5d,14.99,0.25,1.77,13.22
bulgaria,Bulgaria,weconnect_breakage,0.6912,1gb_5d,14.99,0.5,1.95,13.04
bulgaria,Bulgaria,weconnect_breakage,0.6912,1gb_5d,14.99,0.75,2.12,12.87
bulgaria,Bulgaria,weconnect_breakage,0.6912,1gb_5d,14.99,1.0,2.29,12.7
bulgaria,Bulgaria,weconnect_breakage,0.6912,3gb_7d,19.99,0.25,2.12,17.87
bulgaria,Bulgaria,weconnect_breakage,0.6912,3gb_7d,19.99,0.5,2.64,17.35
bulgaria,Bulgaria,weconnect_breakage,0.6912,3gb_7d,19.99,0.75,3.16,16.83
bulgaria,Bulgaria,weconnect_breakage,0.6912,3gb_7d,19.99,1.0,3.67,16.32
bulgaria,Bulgaria,weconnect_breakage,0.6912,10gb_15d,29.99,0.25,3.33,26.66
bulgaria,Bulgaria,weconnect_breakage,0.6912,10gb_15d,29.99,0.5,5.06,24.93
bulgaria,Bulgaria,weconnect_breakage,0.6912,10gb_15d,29.99,0.75,6.78,23.21
bulgaria,Bulgaria,weconnect_breakage,0.6912,10gb_15d,29.99,1.0,8.51,21.48
cambodia,Cambodia,weconnect_breakage,2.3777,1gb_5d,14.99,0.25,2.19,12.8
cambodia,Cambodia,weconnect_breakage,2.3777,1gb_5d,14.99,0.5,2.79,12.2
cambodia,Cambodia,weconnect_breakage,2.3777,1gb_5d,14.99,0.75,3.38,11.61
cambodia,Cambodia,weconnect_breakage,2.3777,1gb_5d,14.99,1.0,3.98,11.01
cambodia,Cambodia,weconnect_breakage,2.3777,3gb_7d,19.99,0.25,3.38,16.61
cambodia,Cambodia,weconnect_breakage,2.3777,3gb_7d,19.99,0.5,5.17,14.82
cambodia,Cambodia,weconnect_breakage,2.3777,3gb_7d,19.99,0.75,6.95,13.04
cambodia,Cambodia,weconnect_breakage,2.3777,3gb_7d,19.99,1.0,8.73,11.26
cambodia,Cambodia,weconnect_breakage,2.3777,10gb_15d,29.99,0.25,7.54,22.45
cambodia,Cambodia,weconnect_breakage,2.3777,10gb_15d,29.99,0.5,13.49,16.5
cambodia,Cambodia,weconnect_breakage,2.3777,10gb_15d,29.99,0.75,19.43,10.56
cambodia,Cambodia,weconnect_breakage,2.3777,10gb_15d,29.99,1.0,25.38,4.61
cameroon,Cameroon,catalog_cascade,98.8416,1gb_5d,14.99,0.25,26.31,-11.32
cameroon,Cameroon,catalog_cascade,98.8416,1gb_5d,14.99,0.5,51.02,-36.03
cameroon,Cameroon,catalog_cascade,98.8416,1gb_5d,14.99,0.75,75.73,-60.74
cameroon,Cameroon,catalog_cascade,98.8416,1gb_5d,14.99,1.0,100.44,-85.45
cameroon,Cameroon,catalog_cascade,98.8416,3gb_7d,19.99,0.25,75.73,-55.74
cameroon,Cameroon,catalog_cascade,98.8416,3gb_7d,19.99,0.5,149.86,-129.87
cameroon,Cameroon,catalog_cascade,98.8416,3gb_7d,19.99,0.75,223.99,-204.0
cameroon,Cameroon,catalog_cascade,98.8416,3gb_7d,19.99,1.0,298.12,-278.13
cameroon,Cameroon,catalog_cascade,98.8416,10gb_15d,29.99,0.25,248.7,-218.71
cameroon,Cameroon,catalog_cascade,98.8416,10gb_15d,29.99,0.5,495.81,-465.82
cameroon,Cameroon,catalog_cascade,98.8416,10gb_15d,29.99,0.75,742.91,-712.92
cameroon,Cameroon,catalog_cascade,98.8416,10gb_15d,29.99,1.0,990.02,-960.03
canada,Canada,weconnect_breakage,2.046,1gb_5d,14.99,0.25,2.11,12.88
canada,Canada,weconnect_breakage,2.046,1gb_5d,14.99,0.5,2.62,12.37
canada,Canada,weconnect_breakage,2.046,1gb_5d,14.99,0.75,3.13,11.86
canada,Canada,weconnect_breakage,2.046,1gb_5d,14.99,1.0,3.65,11.34
canada,Canada,weconnect_breakage,2.046,3gb_7d,19.99,0.25,3.13,16.86
canada,Canada,weconnect_breakage,2.046,3gb_7d,19.99,0.5,4.67,15.32
canada,Canada,weconnect_breakage,2.046,3gb_7d,19.99,0.75,6.2,13.79
canada,Canada,weconnect_breakage,2.046,3gb_7d,19.99,1.0,7.74,12.25
canada,Canada,weconnect_breakage,2.046,10gb_15d,29.99,0.25,6.71,23.28
canada,Canada,weconnect_breakage,2.046,10gb_15d,29.99,0.5,11.83,18.16
canada,Canada,weconnect_breakage,2.046,10gb_15d,29.99,0.75,16.94,13.05
canada,Canada,weconnect_breakage,2.046,10gb_15d,29.99,1.0,22.06,7.93
cape-verde,Cape Verde,catalog_cascade,11.2666,1gb_5d,14.99,0.25,4.42,10.57
cape-verde,Cape Verde,catalog_cascade,11.2666,1gb_5d,14.99,0.5,7.23,7.76
cape-verde,Cape Verde,catalog_cascade,11.2666,1gb_5d,14.99,0.75,10.05,4.94
cape-verde,Cape Verde,catalog_cascade,11.2666,1gb_5d,14.99,1.0,12.87,2.12
cape-verde,Cape Verde,catalog_cascade,11.2666,3gb_7d,19.99,0.25,10.05,9.94
cape-verde,Cape Verde,catalog_cascade,11.2666,3gb_7d,19.99,0.5,18.5,1.49
cape-verde,Cape Verde,catalog_cascade,11.2666,3gb_7d,19.99,0.75,26.95,-6.96
cape-verde,Cape Verde,catalog_cascade,11.2666,3gb_7d,19.99,1.0,35.4,-15.41
cape-verde,Cape Verde,catalog_cascade,11.2666,10gb_15d,29.99,0.25,29.77,0.22
cape-verde,Cape Verde,catalog_cascade,11.2666,10gb_15d,29.99,0.5,57.93,-27.94
cape-verde,Cape Verde,catalog_cascade,11.2666,10gb_15d,29.99,0.75,86.1,-56.11
cape-verde,Cape Verde,catalog_cascade,11.2666,10gb_15d,29.99,1.0,114.27,-84.28
cayman-islands,Cayman Islands,telna_fixed,6.5802,1gb_5d,14.99,0.25,3.25,11.74
cayman-islands,Cayman Islands,telna_fixed,6.5802,1gb_5d,14.99,0.5,4.89,10.1
cayman-islands,Cayman Islands,telna_fixed,6.5802,1gb_5d,14.99,0.75,6.54,8.45
cayman-islands,Cayman Islands,telna_fixed,6.5802,1gb_5d,14.99,1.0,8.18,6.81
cayman-islands,Cayman Islands,telna_fixed,6.5802,3gb_7d,19.99,0.25,6.54,13.45
cayman-islands,Cayman Islands,telna_fixed,6.5802,3gb_7d,19.99,0.5,11.47,8.52
cayman-islands,Cayman Islands,telna_fixed,6.5802,3gb_7d,19.99,0.75,16.41,3.58
cayman-islands,Cayman Islands,telna_fixed,6.5802,3gb_7d,19.99,1.0,21.34,-1.35
cayman-islands,Cayman Islands,telna_fixed,6.5802,10gb_15d,29.99,0.25,18.05,11.94
cayman-islands,Cayman Islands,telna_fixed,6.5802,10gb_15d,29.99,0.5,34.5,-4.51
cayman-islands,Cayman Islands,telna_fixed,6.5802,10gb_15d,29.99,0.75,50.95,-20.96
cayman-islands,Cayman Islands,telna_fixed,6.5802,10gb_15d,29.99,1.0,67.4,-37.41
chad,Chad,catalog_cascade,5.6125,1gb_5d,14.99,0.25,3.0,11.99
chad,Chad,catalog_cascade,5.6125,1gb_5d,14.99,0.5,4.41,10.58
chad,Chad,catalog_cascade,5.6125,1gb_5d,14.99,0.75,5.81,9.18
chad,Chad,catalog_cascade,5.6125,1gb_5d,14.99,1.0,7.21,7.78
chad,Chad,catalog_cascade,5.6125,3gb_7d,19.99,0.25,5.81,14.18
chad,Chad,catalog_cascade,5.6125,3gb_7d,19.99,0.5,10.02,9.97
chad,Chad,catalog_cascade,5.6125,3gb_7d,19.99,0.75,14.23,5.76
chad,Chad,catalog_cascade,5.6125,3gb_7d,19.99,1.0,18.44,1.55
chad,Chad,catalog_cascade,5.6125,10gb_15d,29.99,0.25,15.63,14.36
chad,Chad,catalog_cascade,5.6125,10gb_15d,29.99,0.5,29.66,0.33
chad,Chad,catalog_cascade,5.6125,10gb_15d,29.99,0.75,43.69,-13.7
chad,Chad,catalog_cascade,5.6125,10gb_15d,29.99,1.0,57.73,-27.74
chile,Chile,telna_fixed,2.3777,1gb_5d,14.99,0.25,2.19,12.8
chile,Chile,telna_fixed,2.3777,1gb_5d,14.99,0.5,2.79,12.2
chile,Chile,telna_fixed,2.3777,1gb_5d,14.99,0.75,3.38,11.61
chile,Chile,telna_fixed,2.3777,1gb_5d,14.99,1.0,3.98,11.01
chile,Chile,telna_fixed,2.3777,3gb_7d,19.99,0.25,3.38,16.61
chile,Chile,telna_fixed,2.3777,3gb_7d,19.99,0.5,5.17,14.82
chile,Chile,telna_fixed,2.3777,3gb_7d,19.99,0.75,6.95,13.04
chile,Chile,telna_fixed,2.3777,3gb_7d,19.99,1.0,8.73,11.26
chile,Chile,telna_fixed,2.3777,10gb_15d,29.99,0.25,7.54,22.45
chile,Chile,telna_fixed,2.3777,10gb_15d,29.99,0.5,13.49,16.5
chile,Chile,telna_fixed,2.3777,10gb_15d,29.99,0.75,19.43,10.56
chile,Chile,telna_fixed,2.3777,10gb_15d,29.99,1.0,25.38,4.61
china,China,weconnect_breakage,2.1151,1gb_5d,14.99,0.25,2.13,12.86
china,China,weconnect_breakage,2.1151,1gb_5d,14.99,0.5,2.66,12.33
china,China,weconnect_breakage,2.1151,1gb_5d,14.99,0.75,3.19,11.8
china,China,weconnect_breakage,2.1151,1gb_5d,14.99,1.0,3.72,11.27
china,China,weconnect_breakage,2.1151,3gb_7d,19.99,0.25,3.19,16.8
china,China,weconnect_breakage,2.1151,3gb_7d,19.99,0.5,4.77,15.22
china,China,weconnect_breakage,2.1151,3gb_7d,19.99,0.75,6.36,13.63
china,China,weconnect_breakage,2.1151,3gb_7d,19.99,1.0,7.95,12.04
china,China,weconnect_breakage,2.1151,10gb_15d,29.99,0.25,6.89,23.1
china,China,weconnect_breakage,2.1151,10gb_15d,29.99,0.5,12.18,17.81
china,China,weconnect_breakage,2.1151,10gb_15d,29.99,0.75,17.46,12.53
china,China,weconnect_breakage,2.1151,10gb_15d,29.99,1.0,22.75,7.24
colombia,Colombia,telna_fixed,5.8199,1gb_5d,14.99,0.25,3.05,11.94
colombia,Colombia,telna_fixed,5.8199,1gb_5d,14.99,0.5,4.51,10.48
colombia,Colombia,telna_fixed,5.8199,1gb_5d,14.99,0.75,5.96,9.03
colombia,Colombia,telna_fixed,5.8199,1gb_5d,14.99,1.0,7.42,7.57
colombia,Colombia,telna_fixed,5.8199,3gb_7d,19.99,0.25,5.96,14.03
colombia,Colombia,telna_fixed,5.8199,3gb_7d,19.99,0.5,10.33,9.66
colombia,Colombia,telna_fixed,5.8199,3gb_7d,19.99,0.75,14.69,5.3
colombia,Colombia,telna_fixed,5.8199,3gb_7d,19.99,1.0,19.06,0.93
colombia,Colombia,telna_fixed,5.8199,10gb_15d,29.99,0.25,16.15,13.84
colombia,Colombia,telna_fixed,5.8199,10gb_15d,29.99,0.5,30.7,-0.71
colombia,Colombia,telna_fixed,5.8199,10gb_15d,29.99,0.75,45.25,-15.26
colombia,Colombia,telna_fixed,5.8199,10gb_15d,29.99,1.0,59.8,-29.81
congo-dem-rep,"Congo Dem, Rep",catalog_cascade,5.6125,1gb_5d,14.99,0.25,3.0,11.99
congo-dem-rep,"Congo Dem, Rep",catalog_cascade,5.6125,1gb_5d,14.99,0.5,4.41,10.58
congo-dem-rep,"Congo Dem, Rep",catalog_cascade,5.6125,1gb_5d,14.99,0.75,5.81,9.18
congo-dem-rep,"Congo Dem, Rep",catalog_cascade,5.6125,1gb_5d,14.99,1.0,7.21,7.78
congo-dem-rep,"Congo Dem, Rep",catalog_cascade,5.6125,3gb_7d,19.99,0.25,5.81,14.18
congo-dem-rep,"Congo Dem, Rep",catalog_cascade,5.6125,3gb_7d,19.99,0.5,10.02,9.97
congo-dem-rep,"Congo Dem, Rep",catalog_cascade,5.6125,3gb_7d,19.99,0.75,14.23,5.76
congo-dem-rep,"Congo Dem, Rep",catalog_cascade,5.6125,3gb_7d,19.99,1.0,18.44,1.55
congo-dem-rep,"Congo Dem, Rep",catalog_cascade,5.6125,10gb_15d,29.99,0.25,15.63,14.36
congo-dem-rep,"Congo Dem, Rep",catalog_cascade,5.6125,10gb_15d,29.99,0.5,29.66,0.33
congo-dem-rep,"Congo Dem, Rep",catalog_cascade,5.6125,10gb_15d,29.99,0.75,43.69,-13.7
congo-dem-rep,"Congo Dem, Rep",catalog_cascade,5.6125,10gb_15d,29.99,1.0,57.73,-27.74
congo-republic,Congo Republic,catalog_cascade,5.6955,1gb_5d,14.99,0.25,3.02,11.97
congo-republic,Congo Republic,catalog_cascade,5.6955,1gb_5d,14.99,0.5,4.45,10.54
congo-republic,Congo Republic,catalog_cascade,5.6955,1gb_5d,14.99,0.75,5.87,9.12
congo-republic,Congo Republic,catalog_cascade,5.6955,1gb_5d,14.99,1.0,7.3,7.69
congo-republic,Congo Republic,catalog_cascade,5.6955,3gb_7d,19.99,0.25,5.87,14.12
congo-republic,Congo Republic,catalog_cascade,5.6955,3gb_7d,19.99,0.5,10.14,9.85
congo-republic,Congo Republic,catalog_cascade,5.6955,3gb_7d,19.99,0.75,14.41,5.58
congo-republic,Congo Republic,catalog_cascade,5.6955,3gb_7d,19.99,1.0,18.69,1.3
congo-republic,Congo Republic,catalog_cascade,5.6955,10gb_15d,29.99,0.25,15.84,14.15
congo-republic,Congo Republic,catalog_cascade,5.6955,10gb_15d,29.99,0.5,30.08,-0.09
congo-republic,Congo Republic,catalog_cascade,5.6955,10gb_15d,29.99,0.75,44.32,-14.33
congo-republic,Congo Republic,catalog_cascade,5.6955,10gb_15d,29.99,1.0,58.55,-28.56
costa-rica,Costa Rica,telna_fixed,2.8477,1gb_5d,14.99,0.25,2.31,12.68
costa-rica,Costa Rica,telna_fixed,2.8477,1gb_5d,14.99,0.5,3.02,11.97
costa-rica,Costa Rica,telna_fixed,2.8477,1gb_5d,14.99,0.75,3.74,11.25
costa-rica,Costa Rica,telna_fixed,2.8477,1gb_5d,14.99,1.0,4.45,10.54
costa-rica,Costa Rica,telna_fixed,2.8477,3gb_7d,19.99,0.25,3.74,16.25
costa-rica,Costa Rica,telna_fixed,2.8477,3gb_7d,19.99,0.5,5.87,14.12
costa-rica,Costa Rica,telna_fixed,2.8477,3gb_7d,19.99,0.75,8.01,11.98
costa-rica,Costa Rica,telna_fixed,2.8477,3gb_7d,19.99,1.0,10.14,9.85
costa-rica,Costa Rica,telna_fixed,2.8477,10gb_15d,29.99,0.25,8.72,21.27
costa-rica,Costa Rica,telna_fixed,2.8477,10gb_15d,29.99,0.5,15.84,14.15
costa-rica,Costa Rica,telna_fixed,2.8477,10gb_15d,29.99,0.75,22.96,7.03
costa-rica,Costa Rica,telna_fixed,2.8477,10gb_15d,29.99,1.0,30.08,-0.09
croatia,Croatia,weconnect_breakage,0.6912,1gb_5d,14.99,0.25,1.77,13.22
croatia,Croatia,weconnect_breakage,0.6912,1gb_5d,14.99,0.5,1.95,13.04
croatia,Croatia,weconnect_breakage,0.6912,1gb_5d,14.99,0.75,2.12,12.87
croatia,Croatia,weconnect_breakage,0.6912,1gb_5d,14.99,1.0,2.29,12.7
croatia,Croatia,weconnect_breakage,0.6912,3gb_7d,19.99,0.25,2.12,17.87
croatia,Croatia,weconnect_breakage,0.6912,3gb_7d,19.99,0.5,2.64,17.35
croatia,Croatia,weconnect_breakage,0.6912,3gb_7d,19.99,0.75,3.16,16.83
croatia,Croatia,weconnect_breakage,0.6912,3gb_7d,19.99,1.0,3.67,16.32
croatia,Croatia,weconnect_breakage,0.6912,10gb_15d,29.99,0.25,3.33,26.66
croatia,Croatia,weconnect_breakage,0.6912,10gb_15d,29.99,0.5,5.06,24.93
croatia,Croatia,weconnect_breakage,0.6912,10gb_15d,29.99,0.75,6.78,23.21
croatia,Croatia,weconnect_breakage,0.6912,10gb_15d,29.99,1.0,8.51,21.48
cuba,Cuba,telna_fixed,19.2292,1gb_5d,14.99,0.25,6.41,8.58
cuba,Cuba,telna_fixed,19.2292,1gb_5d,14.99,0.5,11.21,3.78
cuba,Cuba,telna_fixed,19.2292,1gb_5d,14.99,0.75,16.02,-1.03
cuba,Cuba,telna_fixed,19.2292,1gb_5d,14.99,1.0,20.83,-5.84
cuba,Cuba,telna_fixed,19.2292,3gb_7d,19.99,0.25,16.02,3.97
cuba,Cuba,telna_fixed,19.2292,3gb_7d,19.99,0.5,30.44,-10.45
cuba,Cuba,telna_fixed,19.2292,3gb_7d,19.99,0.75,44.87,-24.88
cuba,Cuba,telna_fixed,19.2292,3gb_7d,19.99,1.0,59.29,-39.3
cuba,Cuba,telna_fixed,19.2292,10gb_15d,29.99,0.25,49.67,-19.68
cuba,Cuba,telna_fixed,19.2292,10gb_15d,29.99,0.5,97.75,-67.76
cuba,Cuba,telna_fixed,19.2292,10gb_15d,29.99,0.75,145.82,-115.83
cuba,Cuba,telna_fixed,19.2292,10gb_15d,29.99,1.0,193.89,-163.9
curacao,Curacao,telna_fixed,19.2292,1gb_5d,14.99,0.25,6.41,8.58
curacao,Curacao,telna_fixed,19.2292,1gb_5d,14.99,0.5,11.21,3.78
curacao,Curacao,telna_fixed,19.2292,1gb_5d,14.99,0.75,16.02,-1.03
curacao,Curacao,telna_fixed,19.2292,1gb_5d,14.99,1.0,20.83,-5.84
curacao,Curacao,telna_fixed,19.2292,3gb_7d,19.99,0.25,16.02,3.97
curacao,Curacao,telna_fixed,19.2292,3gb_7d,19.99,0.5,30.44,-10.45
curacao,Curacao,telna_fixed,19.2292,3gb_7d,19.99,0.75,44.87,-24.88
curacao,Curacao,telna_fixed,19.2292,3gb_7d,19.99,1.0,59.29,-39.3
curacao,Curacao,telna_fixed,19.2292,10gb_15d,29.99,0.25,49.67,-19.68
curacao,Curacao,telna_fixed,19.2292,10gb_15d,29.99,0.5,97.75,-67.76
curacao,Curacao,telna_fixed,19.2292,10gb_15d,29.99,0.75,145.82,-115.83
curacao,Curacao,telna_fixed,19.2292,10gb_15d,29.99,1.0,193.89,-163.9
cyprus,Cyprus,weconnect_breakage,0.7188,1gb_5d,14.99,0.25,1.78,13.21
cyprus,Cyprus,weconnect_breakage,0.7188,1gb_5d,14.99,0.5,1.96,13.03
cyprus,Cyprus,weconnect_breakage,0.7188,1gb_5d,14.99,0.75,2.14,12.85
cyprus,Cyprus,weconnect_breakage,0.7188,1gb_5d,14.99,1.0,2.32,12.67
cyprus,Cyprus,weconnect_breakage,0.7188,3gb_7d,19.99,0.25,2.14,17.85
cyprus,Cyprus,weconnect_breakage,0.7188,3gb_7d,19.99,0.5,2.68,17.31
cyprus,Cyprus,weconnect_breakage,0.7188,3gb_7d,19.99,0.75,3.22,16.77
cyprus,Cyprus,weconnect_breakage,0.7188,3gb_7d,19.99,1.0,3.76,16.23
cyprus,Cyprus,weconnect_breakage,0.7188,10gb_15d,29.99,0.25,3.4,26.59
cyprus,Cyprus,weconnect_breakage,0.7188,10gb_15d,29.99,0.5,5.19,24.8
cyprus,Cyprus,weconnect_breakage,0.7188,10gb_15d,29.99,0.75,6.99,23.0
cyprus,Cyprus,weconnect_breakage,0.7188,10gb_15d,29.99,1.0,8.79,21.2
czech-republic,Czech Republic,weconnect_breakage,0.6912,1gb_5d,14.99,0.25,1.77,13.22
czech-republic,Czech Republic,weconnect_breakage,0.6912,1gb_5d,14.99,0.5,1.95,13.04
czech-republic,Czech Republic,weconnect_breakage,0.6912,1gb_5d,14.99,0.75,2.12,12.87
czech-republic,Czech Republic,weconnect_breakage,0.6912,1gb_5d,14.99,1.0,2.29,12.7
czech-republic,Czech Republic,weconnect_breakage,0.6912,3gb_7d,19.99,0.25,2.12,17.87
czech-republic,Czech Republic,weconnect_breakage,0.6912,3gb_7d,19.99,0.5,2.64,17.35
czech-republic,Czech Republic,weconnect_breakage,0.6912,3gb_7d,19.99,0.75,3.16,16.83
czech-republic,Czech Republic,weconnect_breakage,0.6912,3gb_7d,19.99,1.0,3.67,16.32
czech-republic,Czech Republic,weconnect_breakage,0.6912,10gb_15d,29.99,0.25,3.33,26.66
czech-republic,Czech Republic,weconnect_breakage,0.6912,10gb_15d,29.99,0.5,5.06,24.93
czech-republic,Czech Republic,weconnect_breakage,0.6912,10gb_15d,29.99,0.75,6.78,23.21
czech-republic,Czech Republic,weconnect_breakage,0.6912,10gb_15d,29.99,1.0,8.51,21.48
denmark,Denmark,weconnect_breakage,0.6912,1gb_5d,14.99,0.25,1.77,13.22
denmark,Denmark,weconnect_breakage,0.6912,1gb_5d,14.99,0.5,1.95,13.04
denmark,Denmark,weconnect_breakage,0.6912,1gb_5d,14.99,0.75,2.12,12.87
denmark,Denmark,weconnect_breakage,0.6912,1gb_5d,14.99,1.0,2.29,12.7
denmark,Denmark,weconnect_breakage,0.6912,3gb_7d,19.99,0.25,2.12,17.87
denmark,Denmark,weconnect_breakage,0.6912,3gb_7d,19.99,0.5,2.64,17.35
denmark,Denmark,weconnect_breakage,0.6912,3gb_7d,19.99,0.75,3.16,16.83
denmark,Denmark,weconnect_breakage,0.6912,3gb_7d,19.99,1.0,3.67,16.32
denmark,Denmark,weconnect_breakage,0.6912,10gb_15d,29.99,0.25,3.33,26.66
denmark,Denmark,weconnect_breakage,0.6912,10gb_15d,29.99,0.5,5.06,24.93
denmark,Denmark,weconnect_breakage,0.6912,10gb_15d,29.99,0.75,6.78,23.21
denmark,Denmark,weconnect_breakage,0.6912,10gb_15d,29.99,1.0,8.51,21.48
dominica,Dominica,telna_fixed,6.6908,1gb_5d,14.99,0.25,3.27,11.72
dominica,Dominica,telna_fixed,6.6908,1gb_5d,14.99,0.5,4.95,10.04
dominica,Dominica,telna_fixed,6.6908,1gb_5d,14.99,0.75,6.62,8.37
dominica,Dominica,telna_fixed,6.6908,1gb_5d,14.99,1.0,8.29,6.7
dominica,Dominica,telna_fixed,6.6908,3gb_7d,19.99,0.25,6.62,13.37
dominica,Dominica,telna_fixed,6.6908,3gb_7d,19.99,0.5,11.64,8.35
dominica,Dominica,telna_fixed,6.6908,3gb_7d,19.99,0.75,16.65,3.34
dominica,Dominica,telna_fixed,6.6908,3gb_7d,19.99,1.0,21.67,-1.68
dominica,Dominica,telna_fixed,6.6908,10gb_15d,29.99,0.25,18.33,11.66
dominica,Dominica,telna_fixed,6.6908,10gb_15d,29.99,0.5,35.05,-5.06
dominica,Dominica,telna_fixed,6.6908,10gb_15d,29.99,0.75,51.78,-21.79
dominica,Dominica,telna_fixed,6.6908,10gb_15d,29.99,1.0,68.51,-38.52
dominican-republic,Dominican Republic,telna_fixed,8.1285,1gb_5d,14.99,0.25,3.63,11.36
dominican-republic,Dominican Republic,telna_fixed,8.1285,1gb_5d,14.99,0.5,5.66,9.33
dominican-republic,Dominican Republic,telna_fixed,8.1285,1gb_5d,14.99,0.75,7.7,7.29
dominican-republic,Dominican Republic,telna_fixed,8.1285,1gb_5d,14.99,1.0,9.73,5.26
dominican-republic,Dominican Republic,telna_fixed,8.1285,3gb_7d,19.99,0.25,7.7,12.29
dominican-republic,Dominican Republic,telna_fixed,8.1285,3gb_7d,19.99,0.5,13.79,6.2
dominican-republic,Dominican Republic,telna_fixed,8.1285,3gb_7d,19.99,0.75,19.89,0.1
dominican-republic,Dominican Republic,telna_fixed,8.1285,3gb_7d,19.99,1.0,25.99,-6.0
dominican-republic,Dominican Republic,telna_fixed,8.1285,10gb_15d,29.99,0.25,21.92,8.07
dominican-republic,Dominican Republic,telna_fixed,8.1285,10gb_15d,29.99,0.5,42.24,-12.25
dominican-republic,Dominican Republic,telna_fixed,8.1285,10gb_15d,29.99,0.75,62.56,-32.57
dominican-republic,Dominican Republic,telna_fixed,8.1285,10gb_15d,29.99,1.0,82.89,-52.9
ecuador,Ecuador,telna_fixed,2.8201,1gb_5d,14.99,0.25,2.31,12.68
ecuador,Ecuador,telna_fixed,2.8201,1gb_5d,14.99,0.5,3.01,11.98
ecuador,Ecuador,telna_fixed,2.8201,1gb_5d,14.99,0.75,3.72,11.27
ecuador,Ecuador,telna_fixed,2.8201,1gb_5d,14.99,1.0,4.42,10.57
ecuador,Ecuador,telna_fixed,2.8201,3gb_7d,19.99,0.25,3.72,16.27
ecuador,Ecuador,telna_fixed,2.8201,3gb_7d,19.99,0.5,5.83,14.16
ecuador,Ecuador,telna_fixed,2.8201,3gb_7d,19.99,0.75,7.95,12.04
ecuador,Ecuador,telna_fixed,2.8201,3gb_7d,19.99,1.0,10.06,9.93
ecuador,Ecuador,telna_fixed,2.8201,10gb_15d,29.99,0.25,8.65,21.34
ecuador,Ecuador,telna_fixed,2.8201,10gb_15d,29.99,0.5,15.7,14.29
ecuador,Ecuador,telna_fixed,2.8201,10gb_15d,29.99,0.75,22.75,7.24
ecuador,Ecuador,telna_fixed,2.8201,10gb_15d,29.99,1.0,29.8,0.19
egypt,Egypt,weconnect_breakage,1.2165,1gb_5d,14.99,0.25,1.9,13.09
egypt,Egypt,weconnect_breakage,1.2165,1gb_5d,14.99,0.5,2.21,12.78
egypt,Egypt,weconnect_breakage,1.2165,1gb_5d,14.99,0.75,2.51,12.48
egypt,Egypt,weconnect_breakage,1.2165,1gb_5d,14.99,1.0,2.82,12.17
egypt,Egypt,weconnect_breakage,1.2165,3gb_7d,19.99,0.25,2.51,17.48
egypt,Egypt,weconnect_breakage,1.2165,3gb_7d,19.99,0.5,3.42,16.57
egypt,Egypt,weconnect_breakage,1.2165,3gb_7d,19.99,0.75,4.34,15.65
egypt,Egypt,weconnect_breakage,1.2165,3gb_7d,19.99,1.0,5.25,14.74
egypt,Egypt,weconnect_breakage,1.2165,10gb_15d,29.99,0.25,4.64,25.35
egypt,Egypt,weconnect_breakage,1.2165,10gb_15d,29.99,0.5,7.68,22.31
egypt,Egypt,weconnect_breakage,1.2165,10gb_15d,29.99,0.75,10.72,19.27
egypt,Egypt,weconnect_breakage,1.2165,10gb_15d,29.99,1.0,13.77,16.22
el-salvador,El Salvador,telna_fixed,2.9722,1gb_5d,14.99,0.25,2.34,12.65
el-salvador,El Salvador,telna_fixed,2.9722,1gb_5d,14.99,0.5,3.09,11.9
